1.000000000000000000e+00,1.558521212848532578e+01,1.608840181782081302e+01,1.363673942209928924e+01,1.551525550138495113e+01,2.972920638776715752e+00,2.633195192118754413e+00,2.650478086504859832e+00,3.061289364700395144e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,1.532944708567240077e+01,1.591417132629987385e+01,1.298286906933609508e+01,1.561356617890002241e+01,2.893312962320131465e+00,2.618160412210685628e+00,2.334625332478872828e+00,3.595705472098018163e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.971308720640115864e+00,2.047137284560456738e+00
3.000000000000000000e+00,1.526586040241131670e+01,1.588881978470021217e+01,1.310775900678247474e+01,1.654819675258462297e+01,3.269070650849835502e+00,2.278837203523714106e+00,2.083781449759513293e+00,2.897586232334986800e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.963847564754788833e+00,1.921062379290825461e+00
4.000000000000000000e+00,1.436015668822917668e+01,1.564591142161949477e+01,1.209609277196433830e+01,1.661501950127936311e+01,3.495768402284576304e+00,2.278823439593645972e+00,1.912687110970136883e+00,2.161900216974215638e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.987237550955402110e+00,2.000635068194595245e+00
5.000000000000000000e+00,1.453762421526026571e+01,1.400919084530633896e+01,1.256548125088495915e+01,1.690540337682863026e+01,3.707837554896060706e+00,2.493429324330576513e+00,2.294596831033893558e+00,2.849575020583499096e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.020415546050759570e+00,1.950125724175802766e+00
6.000000000000000000e+00,1.403627444691525561e+01,1.464246005447001231e+01,1.205267451456329653e+01,1.604991926208571584e+01,4.196443124114015433e+00,2.239577735585835505e+00,1.980987300855744149e+00,2.455179220915302274e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.001112290401328764e+00,1.984403954747865129e+00
7.000000000000000000e+00,1.464292542683236498e+01,1.466177216478702761e+01,1.154664272540204983e+01,1.677562241039133184e+01,3.733675608259015455e+00,2.178059556205108382e+00,2.041717464925732362e+00,2.079471139009180902e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.998952541381684656e+00,1.837120125602819343e+00
8.000000000000000000e+00,1.419911899516151976e+01,1.370130777831322355e+01,1.117918570390882493e+01,1.628074618662664008e+01,4.227346538071764748e+00,1.593384005848345719e+00,1.415702479864567653e+00,2.679083051098283708e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.976501974342677270e+00,1.744125756962781715e+00
9.000000000000000000e+00,1.330685445687585222e+01,1.371797854680083084e+01,1.065975089553871769e+01,1.690011144923440867e+01,3.961452790029607929e+00,2.348782988246363779e+00,1.564522386429225254e+00,2.098519953705304086e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.996649498644601950e+00,1.959626940445523990e+00
1.000000000000000000e+01,1.402550186163819035e+01,1.358245061558263345e+01,1.027208459377917293e+01,1.591009445971955039e+01,3.919396096246403172e+00,1.562563912801512966e+00,1.758868802283106936e+00,2.192124438402219599e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.041256625901273658e+00,1.879867342687497223e+00
