,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,15.585212128485326,16.088401817820813,13.63673942209929,15.515255501384951,2.9729206387767158,2.6331951921187544,2.65047808650486,3.061289364700395,2.0,2.0,2.0,4.0,2.0,2.0
1,15.3294470856724,15.914171326299874,12.982869069336095,15.613566178900022,2.8933129623201315,2.6181604122106856,2.334625332478873,3.595705472098018,2.0,2.0,2.0,4.0,1.9713087206401159,2.0471372845604567
2,15.265860402411317,15.888819784700212,13.107759006782475,16.548196752584623,3.2690706508498355,2.278837203523714,2.0837814497595133,2.897586232334987,2.0,2.0,2.0,4.0,1.9638475647547888,1.9210623792908255
3,14.360156688229177,15.645911421619495,12.096092771964338,16.615019501279363,3.4957684022845763,2.278823439593646,1.9126871109701369,2.1619002169742156,2.0,2.0,2.0,4.0,1.987237550955402,2.0006350681945952
4,14.537624215260266,14.009190845306339,12.56548125088496,16.90540337682863,3.7078375548960607,2.4934293243305765,2.2945968310338936,2.849575020583499,2.0,2.0,2.0,4.0,2.0204155460507596,1.9501257241758028
5,14.036274446915256,14.642460054470012,12.052674514563297,16.049919262085716,4.196443124114015,2.2395777355858355,1.9809873008557441,2.4551792209153023,2.0,2.0,2.0,4.0,2.0011122904013288,1.9844039547478651
6,14.642925426832365,14.661772164787028,11.54664272540205,16.775622410391332,3.7336756082590155,2.1780595562051084,2.0417174649257324,2.079471139009181,2.0,2.0,2.0,4.0,1.9989525413816847,1.8371201256028193
7,14.19911899516152,13.701307778313224,11.179185703908825,16.28074618662664,4.227346538071765,1.5933840058483457,1.4157024798645677,2.6790830510982837,2.0,2.0,2.0,4.0,1.9765019743426773,1.7441257569627817
8,13.306854456875852,13.71797854680083,10.659750895538718,16.90011144923441,3.961452790029608,2.348782988246364,1.5645223864292253,2.098519953705304,2.0,2.0,2.0,4.0,1.996649498644602,1.959626940445524
9,14.02550186163819,13.582450615582633,10.272084593779173,15.91009445971955,3.919396096246403,1.562563912801513,1.758868802283107,2.1921244384022196,2.0,2.0,2.0,4.0,2.0412566259012737,1.8798673426874972
10,13.209754368121672,12.975662612404731,10.201585682631535,17.02164686323455,4.763885890133711,1.6293203080263827,1.962886005957513,1.555248049979806,2.0,2.0,2.0,4.0,2.0043736580424225,1.9576028745931329
11,12.935815818754843,13.098922811115202,9.338897118733463,17.23296477383675,4.34841592550732,1.9989498747007621,1.527636128815766,2.1483054724287745,2.0,2.0,2.0,4.0,1.924876904285698,1.9984054814111065
12,13.541025231455697,11.909030510366236,9.455993000147876,17.505213199691223,4.291252472323238,1.6393489430759662,1.499896268226792,1.7045289335273515,2.0,2.0,2.0,4.0,1.8373793068910915,1.871293443965375
13,13.25928729462709,11.45552885658452,9.238006004481067,17.969007452396557,4.205957930108029,2.1191601302364815,1.65392948642002,1.3085213730304477,2.0,2.0,2.0,4.0,1.820012042664556,2.009130276291841
14,14.39261524382079,12.35769879496057,9.03134408508572,17.78082660779049,4.1079278171123494,1.4344724656105716,1.6895060036739884,1.1508483966653587,2.0,2.0,2.0,4.0,1.7882956387960796,1.976057623403978
15,13.541608138414974,13.011115707542526,8.269311616260335,16.421209677897,4.356097604926267,1.6372517218552542,1.4549450509651005,1.374983106532047,2.0,2.0,2.0,4.0,1.8173765253649878,1.9458591597392225
16,13.816148351321278,11.213245876566925,8.659654736234927,18.101311237308813,4.9208244056076,1.3801371103863167,1.228387118178423,1.758887372426129,2.0,2.0,2.0,4.0,1.86983037948526,1.791903838728822
17,13.76970303297015,12.00523577972866,8.92075502788889,17.35852446680651,4.346418088924193,1.3196937166444007,1.6321672612697438,2.06522089428634,2.0,2.0,2.0,4.0,1.8560294562025612,1.656758835216312
18,13.249855261531312,11.640833386377029,8.641219610879244,16.889040056682504,4.408690398092247,1.438076024061283,1.219460399303855,1.904285354730243,2.0,2.0,2.0,4.0,1.8472402358350242,1.5388998911449892
19,14.151768501400056,11.47637403192315,8.50161058858454,17.606147740546472,4.102965571203689,1.303000454425525,1.1401370139439118,1.6562830712987018,2.0,2.0,2.0,4.0,1.9845826338482768,1.641139631558661
20,12.97536391572634,11.16938675689593,8.532946178685295,17.657456650226287,5.049301547861325,1.6126223833232987,1.47061237746926,1.7177098379770321,2.0,2.0,2.0,4.0,1.958482237623621,1.6008259000439107
21,13.205551149993582,10.51919185833382,8.679164083233408,16.607656940758748,4.6505184855357395,1.9262004873679306,1.4933619823536397,1.61206692724448,2.0,2.0,2.0,4.0,1.9337637342215308,1.5814209048323749
22,13.260009061460762,10.035645690838837,8.400207511561968,18.33619668634521,4.760996786371564,1.3305876958164218,1.6554296299015485,1.084893310028546,2.0,2.0,2.0,4.0,1.922266653803722,1.8439781558364563
23,13.641872694846992,10.718902692119492,7.684290572526586,17.265430893795937,5.016314401781154,1.573393020763689,1.4627985408077855,1.5601832576876147,2.0,2.0,2.0,4.0,1.860777316298713,1.816985851790926
24,13.691372489122973,8.261295195870321,7.4032464967818745,18.33615195220676,4.39518402819507,1.1939394658082332,1.5596052382930659,1.887508963883834,2.0,2.0,2.0,4.0,1.980393952792031,1.8045668765297456
25,13.188071355282458,10.417566982115662,6.47310409445098,17.785662002013737,4.6310004912115845,1.4802168507353917,1.0168959032463751,1.8629077377406258,2.0,2.0,2.0,4.0,2.003820632263679,1.7828539065223779
